,nn2,nn16,r_psp_MMGBSA_dG_Bind,r_psp_MMGBSA_dG_Bind_Packing,r_psp_MMGBSA_dG_Bind(NS),r_psp_MMGBSA_dG_Bind(NS)_Packing,r_psp_Prime_Ligand_efficiency_ln,lig_C,lig_HD,as_flex_all,AlogP,predicted_score
154,0.784,-0.556,-22.419041834425997,-1.1566467850950302,-22.419041834433298,-1.1566467850950302,-6.597920193097241,4.0,0.0,29.0,2.1122,0.4372139122640631
155,-0.07200000000000001,-1.476,-25.016304443910492,-0.769711076668884,-25.016304443950496,-0.7697110766688979,-7.574764537325299,3.0,0.0,25.0,1.3163,0.0
156,-0.522,3.2880000000000003,-27.491165498893704,-1.8506808838428601,-27.491165498937306,-1.85068088384287,-7.55447441708763,1.0,0.0,30.0,2.5039,4.7966157513014815
157,0.066,1.84,-29.8608986507534,-1.4258152308583798,-29.860898650789704,-1.42581523085839,-8.78805738652478,4.0,0.0,30.0,2.2491,0.5489142814176649
158,1.568,1.208,-24.80596829496429,4.2632564145606005e-14,-24.805968294946094,0.0,-8.055346386420638,6.0,1.0,29.0,0.1662,0.0
159,0.044000000000000004,-0.272,-25.319546664071805,-1.34155033310941,-25.319546664079102,-1.34155033310941,-6.957721291724951,7.0,0.0,28.0,3.1092,0.3160315724591428
160,-1.291,3.389,-28.9076880246757,-2.21463603165236,-28.907688024682997,-2.21463603165236,-7.7959268232352885,2.0,0.0,41.0,2.9901,1.1990337886384852
161,0.919,2.6889999999999996,-7.6549686631187805,-1.3291995500386895,-7.65496866498142,-1.32919955003868,-2.48583016092684,6.0,0.0,19.0,0.3302,1.4324616963877148
162,0.5920000000000001,-0.653,-10.495359023487305,-4.2632564145606005e-14,-10.4953590234982,0.0,-3.5626880972092403,4.0,0.0,24.0,-0.9683,1.8516813906201013
163,3.738,3.657,-21.022155135197,-1.61473273957088,-21.022155135237,-1.6147327395709,-5.572342145664929,2.0,0.0,31.0,3.7385,0.2637190157921451
164,1.68,1.76,-32.213815651179196,-0.786638340643705,-32.213815651161,-0.7866383406437478,-9.75412131530421,3.0,0.0,25.0,1.3163,0.0
165,0.036000000000000004,5.064,-22.406695459969306,-1.44837517104204,-22.406695461831998,-1.44837517104203,-6.429640076968041,3.0,0.0,44.0,2.3124,1.3772155610583234
166,-0.488,3.295,-26.332074009973397,-1.83823101750866,-26.33207401001709,-1.83823101750869,-7.235960202022269,1.0,0.0,30.0,2.5039,5.147611697577411
167,1.943,-0.302,-31.9677572303372,-1.08469778989517,-31.967757230319,-1.08469778989522,-9.679616521661199,3.0,0.0,37.0,1.7929,0.5150720711527538
168,1.247,3.0460000000000003,-27.327629215986203,-1.42070410080439,-27.327629216026306,-1.42070410080439,-7.5095352286949195,7.0,0.0,32.0,3.1092,1.0406068540983122
169,2.406,4.1739999999999995,-33.3239623848676,-1.4171198085523995,-33.3239623848676,-1.4171198085523995,-8.98692320156889,7.0,2.0,34.0,0.3289,0.0
170,-0.6759999999999999,0.44299999999999995,-26.57370052041369,-1.34054805917043,-26.573700520450092,-1.34054805917044,-8.04633333348047,3.0,0.0,33.0,1.7929,0.9606120152522728
171,4.492,1.909,-29.726521585507694,-1.71564388262463,-29.726521585482306,-1.7156438826246796,-7.8796083469864975,2.0,0.0,35.0,3.7385,2.090460741890105
172,0.429,0.332,-18.743476026691493,-1.71354029691486,-18.743476028554106,-1.71354029691484,-5.1506404898197005,1.0,0.0,30.0,2.5039,1.720567904941286
173,0.298,0.20600000000000002,-21.1665039683139,1.4210854715202e-14,-21.166503968353886,0.0,-7.185047369860048,4.0,0.0,19.0,-0.9683,1.8726825791854824
174,-0.052000000000000005,7.719999999999998,-23.480982352288297,-1.3355842676239298,-23.4809823522482,-1.3355842676238896,-6.586624380271192,5.0,0.0,28.0,2.0958,0.33088006712290463
175,-0.268,0.127,-21.099459252262,-1.00831544200426,-21.099459252305696,-1.0083154420042901,-6.209567263939049,4.0,0.0,32.0,2.2491,1.1877836697176127
176,4.442,2.134,-40.3032672726549,-2.21957421179654,-40.303267272614896,-2.2195742117965,-9.851588618829943,10.0,1.0,27.0,0.8557,0.8677199600801692
177,3.762,4.103,-28.029313141949395,-1.42879177030193,-28.029313141989398,-1.42879177030193,-7.5590436002235695,7.0,0.0,35.0,3.3147,0.0
178,1.321,-1.99,-22.831061070432,1.4210854715202e-14,-22.831061070392,0.0,-7.7500873805514505,5.0,1.0,36.0,-0.4138,0.0
179,1.081,0.745,-14.265132262055,2.8421709430404e-14,-14.265132262055,0.0,-4.84235144328128,5.0,1.0,16.0,-0.4138,0.6920254918748882
180,0.491,-0.858,-27.985920047536602,0.0,-27.9859200475767,0.0,-9.49992315838658,5.0,1.0,33.0,-0.4138,0.0
181,4.511,3.18,-32.0470763144585,-1.3912085597914199,-32.0470763144695,-1.39120855979138,-8.64256808198891,7.0,0.0,33.0,3.3147,0.0
182,0.06,0.9229999999999999,-22.2496583668326,-1.27838427307562,-22.249658366872602,-1.27838427307562,-6.3845780110598085,5.0,0.0,27.0,2.3859,0.11890327181953672
183,1.7730000000000001,0.44299999999999995,-26.3461245035651,0.0,-26.3461245035651,0.0,-9.43710401772184,4.0,0.0,26.0,-0.9129999999999999,1.2492512196425096
184,8.634,1.781,-28.106328456844498,-2.0666486439727,-28.106328456819,-2.06664864397274,-7.2245868019677,2.0,0.0,45.0,3.4462,0.0
185,0.408,-0.6779999999999999,-16.302636249856697,0.0,-16.3026362498313,0.0,-5.8395561757920875,4.0,0.0,21.0,-0.9129999999999999,1.6178150327054484
186,1.8530000000000002,-0.508,-14.923781123990901,-1.04049786152538,-14.923781123990901,-1.04049786152541,-4.282404845736339,5.0,0.0,23.0,2.3859,0.0
187,11.001,0.789,-25.579723086058888,-1.3466971603646298,-25.579723086015292,-1.34669716036458,-7.3401458508551585,2.0,0.0,30.0,1.9278,2.5331380631673186
188,-1.476,4.056,-30.720783943266696,-2.11240497653402,-30.720783943226696,-2.11240497653404,-8.284888897711001,2.0,0.0,34.0,2.9901,0.3382149879984672
189,1.3,3.8510000000000004,-27.655253639528407,-0.7455453488995539,-27.6552536395393,-0.7455453488995123,-8.37382016233131,3.0,0.0,30.0,1.5904,0.3828072898500471
190,-0.22,1.557,-24.741985553104293,-1.41636466901296,-24.74198555306429,-1.41636466901292,-7.4917026681888785,3.0,0.0,32.0,1.7929,1.0144579927685795
191,-0.424,3.844,-38.936105108467004,-2.50276785159765,-38.936105108507,-2.50276785159765,-10.500425559743904,2.0,0.0,56.0,2.9901,4.116583667744417
192,-0.9309999999999999,-0.48200000000000004,-19.322367261618602,-1.96933660412314,-19.322367261575003,-1.9693366041231,-6.2746335658894505,6.0,0.0,34.0,0.3302,4.1282727504846966
193,1.327,0.769,-31.503727479659595,-0.7651637196679251,-31.5037274796923,-0.7651637196678821,-9.53911151191536,3.0,0.0,27.0,1.3163,0.0
194,4.0310000000000015,4.302,-27.99536450788949,-0.665171903823264,-27.9953645079004,-0.6651719038232221,-7.5498882133709815,7.0,2.0,21.0,0.3289,0.0
195,4.227,-0.384,-32.533601539045804,-1.7660369021153501,-32.5336015390203,-1.76603690211539,-7.952398908092269,10.0,1.0,38.0,0.8557,0.3460405499067204
196,3.0060000000000002,-1.6769999999999998,6.76854396845374,2.8421709430404e-14,6.768543968410089,0.0,2.1979777426661298,6.0,1.0,44.0,0.1662,0.3959220631828607
197,2.654,4.502,-27.774363352487892,-1.4359677912885904,-27.774363352487892,-1.4359677912885904,-7.49028784568019,7.0,0.0,37.0,3.3147,0.11875042514737487
198,-1.505,2.267,-22.5855561774224,-1.3486693063479,-22.585556179285003,-1.3486693063478896,-6.335449374659481,3.0,0.0,46.0,2.0069999999999997,8.062214035911206
199,-0.757,0.511,-21.576039450959698,-1.1653301679146202,-21.576039450959296,-1.1653301679146495,-5.273971046975571,10.0,1.0,49.0,0.8557,0.0
200,-0.40399999999999997,3.113,-26.4611853188508,-1.3844363447656207,-26.461185318858,-1.3844363447656207,-7.59308296549651,5.0,0.0,45.0,2.3446,4.0396797740366175
201,0.08999999999999997,0.759,-22.863693651314,-1.28023225734624,-22.86369365127389,-1.2802322573462,-6.56077649962441,5.0,0.0,27.0,2.3859,0.6320457138176364
202,5.9929999999999986,2.73,-40.352301274036996,-1.30144979006705,-40.352301274047896,-1.3014497900670101,-10.882350315009901,6.0,2.0,36.0,0.5071,0.3145062952659963
203,-0.14,4.691,-39.6138550940886,-1.25216569741025,-39.6138550940486,-1.2521656974102902,-11.112038663656099,3.0,0.0,41.0,2.0069999999999997,8.98156422747424
204,1.331,-0.502,-32.181778124733704,-0.6085345270782341,-32.1817781247446,-0.6085345270782478,-9.471091820387409,4.0,0.0,37.0,2.2491,1.45826903145205
205,1.381,-0.677,-27.854850014937306,-0.7352109060198728,-27.85485001497,-0.7352109060198299,-8.197677614706798,4.0,0.0,38.0,2.2491,0.1986934920828896
206,0.391,-0.53,-21.448529749155604,-1.1307170677668898,-21.448529749188303,-1.13071706776685,-6.154692766436192,5.0,0.0,24.0,2.3859,0.35079147871310884
207,-1.683,0.591,-40.59232667272229,-1.5259297865264998,-40.5923266726786,-1.5259297865264898,-11.648038456120998,4.0,0.0,39.0,2.5228,0.8202139448959141
208,1.351,0.657,-25.492880085388602,-1.84797626881854,-25.492880085388602,-1.84797626881854,-6.875009426196788,1.0,2.0,27.0,1.7573,5.368534181634023
209,2.244,-0.696,-9.687686666846279,-1.4210854715202e-14,-9.687686668708922,0.0,-3.1459232252746805,6.0,1.0,35.0,0.1662,0.4654705294973126
210,4.856,3.822,-34.9433743431291,-1.3456687679841497,-34.9433743431291,-1.3456687679841497,-9.423651905452159,7.0,2.0,33.0,0.3289,0.0
211,3.699,1.459,-30.448781895767798,-1.4806173880018203,-30.448781895724093,-1.4806173880018,-8.36721687453794,6.0,2.0,21.0,-0.1573,0.4078230069328018
212,0.302,0.214,-20.579995972872,2.8421709430404e-14,-20.5799959729156,0.0,-6.98595508062984,4.0,0.0,19.0,-0.9683,0.3346580233913778
213,0.256,5.113,-28.950280113407608,-1.5636469259176802,-28.9502801134477,-1.5636469259176802,-7.4415202235231614,2.0,0.0,37.0,3.4462,0.0
214,3.6919999999999997,6.0539999999999985,-38.1561820254647,-2.33028436252525,-38.1561820254756,-2.3302843625252603,-10.2900931638204,1.0,0.0,44.0,3.1683,6.896171876159384
215,1.37,-1.5319999999999998,-23.333925735154494,1.4210854715202e-14,-23.3339257351654,0.0,-7.920786634526899,5.0,1.0,35.0,-0.4138,0.2778658534349335
216,1.869,2.286,-32.9373892344811,-0.8807255376885619,-32.9373892344811,-0.8807255376885619,-9.973214408419928,3.0,0.0,26.0,1.3163,0.0
217,3.949,2.439,-36.78045880980429,-2.2192476416721294,-36.7804588098443,-2.2192476416721294,-8.99048573294843,10.0,1.0,23.0,0.8557,0.2718717096827115
218,1.337,2.208,-32.5677208308807,-1.4161530366523898,-32.56772083091711,-1.4161530366524002,-9.345363908919026,5.0,0.0,38.0,2.3446,2.8061081614080643
219,-0.08199999999999999,-0.145,-21.1533335146087,-1.30009479732351,-21.1533335145832,-1.30009479732351,-6.405083569075153,3.0,0.0,30.0,1.7929,0.6399054341921033
220,-0.213,0.5920000000000001,-18.21265046933789,-0.8976454841342592,-18.2126504693375,-0.8976454841342868,-5.108810432669482,5.0,0.0,33.0,2.0958,0.0
221,1.149,-1.099,-2.15388553996672,0.0,-2.15388553996672,0.0,-0.7311443428298127,4.0,0.0,31.0,-0.9683,0.7659602112863771
222,0.594,-0.045,-29.6286583042238,-1.1244546731306302,-29.628658304180107,-1.1244546731306102,-8.719709092100072,4.0,0.0,45.0,2.2491,0.6836159187715144
223,1.5859999999999999,-0.728,-34.0734676564571,0.0,-34.0734676564571,0.0,-11.0648204212605,6.0,1.0,36.0,0.1662,0.9268632459633156
224,1.173,-1.151,-1.4286680607583502,4.2632564145606005e-14,-1.42866806074016,0.0,-0.4849666108168628,4.0,0.0,30.0,-0.9683,0.0
225,1.641,0.154,-18.192895861371696,-1.3378043531586201,-18.192895861371696,-1.3378043531586201,-5.220482982658488,5.0,0.0,19.0,2.3859,0.3490869223609199
226,3.156,-0.17800000000000002,-19.861197188362,-1.40169566691216,-19.861197188394687,-1.4016956669121199,-6.0138335967465695,3.0,0.0,27.0,1.5904,0.0
227,-1.429,2.0709999999999997,-27.7534853741854,-1.3843933239555402,-27.75348537415989,-1.38439332395558,-8.167846018199599,4.0,0.0,40.0,1.8584,4.584550359764311
228,1.3769999999999998,-0.7559999999999999,-37.23485864259421,4.2632564145606005e-14,-37.2348586425542,0.0,-12.091432208933101,6.0,1.0,36.0,0.1662,3.0876478112546963
229,-0.133,-0.171,-24.43535824629,-1.3403251191665801,-24.435358246333603,-1.3403251191666101,-6.7147494620189,7.0,0.0,27.0,3.1092,1.744722883064013
230,0.185,-1.105,-17.3916034767426,2.8421709430404e-14,-17.3916034767863,0.0,-5.9036435589590885,4.0,1.0,19.0,-1.6156,0.0
231,1.875,-0.12400000000000005,-26.9384131005754,0.0,-26.938413100615392,0.0,-9.649260044606963,4.0,0.0,27.0,-0.9129999999999999,0.4478773983965709
232,-0.12400000000000005,8.195,-30.598564925137893,-1.4031476710316295,-30.598564925181602,-1.40314767103166,-8.78031121063152,3.0,0.0,38.0,2.3124,3.6943009758331273
233,-0.551,-0.297,-25.264808400272198,-1.31496568753597,-25.2648084003158,-1.31496568753599,-6.942679411687998,7.0,0.0,27.0,3.1092,0.9191452375494628
234,-1.81,3.56,-39.6627381646031,-1.56187435215959,-39.6627381645849,-1.5618743521596294,-11.1257507996819,5.0,0.0,45.0,3.063,2.68271805694696
235,-0.741,1.014,-24.448362205042898,-1.8586711636443003,-24.448362205042898,-1.8586711636443305,-6.59332017613346,1.0,0.0,18.0,3.1683,1.506361711249676
236,2.698,0.068,-36.816516580413,-2.124207340732469,-36.816516580453,-2.124207340732469,-9.758953146251008,2.0,0.0,34.0,3.7385,0.4333476315995394
237,2.65,0.16399999999999998,-32.224775788425205,-1.17714965889098,-32.2247757883852,-1.17714965889094,-9.483746025487749,4.0,0.0,37.0,2.2491,0.5762047397543272
238,-0.509,-0.556,-19.760614964885498,-1.9916067681476202,-19.760614964896398,-1.9916067681476288,-6.41694758527744,6.0,0.0,32.0,0.3302,4.295939484293895
239,1.59,1.291,-29.3295898945034,-2.03268555023702,-29.329589894485306,-2.03268555023706,-7.9097068011067595,1.0,2.0,31.0,1.7573,0.7235888258012545
240,6.395,5.0089999999999995,-26.1474692455267,-2.0547914773518796,-26.1474692455267,-2.0547914773518796,-7.05154132966012,2.0,0.0,26.0,2.9901,3.6937766521782387
241,3.747,6.17,-37.186765362876,-2.303250575968629,-37.186765362832396,-2.303250575968589,-10.028657473898901,1.0,0.0,44.0,3.1683,4.345435424632361
242,4.871,0.336,-21.0086528422398,-0.770650830892848,-21.0086528422507,-0.7706508308928051,-5.77310301524186,7.0,0.0,20.0,3.1092,1.8596561436344297
243,-0.268,-0.773,-23.290025663012802,-1.52896697999692,-23.2900256630383,-1.52896697999694,-6.8542505854902505,4.0,0.0,21.0,1.9075,1.6416756413586864
244,3.7910000000000004,1.8090000000000002,-28.161645593547306,-1.49442949908335,-28.161645593503604,-1.4944294990833402,-7.73871996034883,7.0,0.0,24.0,3.1092,0.7252237811843261
245,-0.406,2.6319999999999997,-29.6592915211841,-1.3617328820348602,-29.659291521140407,-1.3617328820348105,-8.319695049554173,4.0,1.0,39.0,1.5091,0.0
246,0.8759999999999999,-3.108,-14.807315977355799,0.0,-14.807315977363002,0.0,-5.026397693121809,3.0,3.0,46.0,-3.6119,0.3068274024810023
247,-0.023,-0.34700000000000003,-20.7098456475178,-1.2198733660980303,-20.7098456475615,-1.21987336609806,-6.0949040464281286,4.0,0.0,27.0,2.2491,0.7820777391488819
248,-0.701,-1.329,-19.002981850961106,-4.2632564145606005e-14,-19.0029818509174,0.0,-6.450631855508192,3.0,3.0,33.0,-3.6119,0.0
249,1.89,3.87,-35.37306575651021,-1.4490726281528898,-35.37306575651021,-1.4490726281528898,-10.410287226827402,4.0,0.0,35.0,2.2491,3.4974311317746523
250,4.006,4.324,-25.700602416607598,-0.9966781753538208,-25.7006024166476,-0.9966781753538208,-7.374832384153261,5.0,0.0,42.0,2.3446,1.0575302349934526
251,-0.21100000000000002,2.103,-42.4617457207205,-2.5816237676113603,-42.4617457207605,-2.5816237676113603,-11.451232701245198,1.0,0.0,58.0,3.1683,5.387427167072984
252,0.502,1.062,-23.2253522884203,-1.3335659505180402,-23.225352288445702,-1.3335659505180495,-6.8352172223638785,4.0,0.0,33.0,1.8584,2.3402976042845647
253,4.345,3.161,-35.6281823169447,-1.50238965470018,-35.6281823169775,-1.50238965470014,-8.708827327787262,10.0,1.0,34.0,0.8557,0.3556778733156257
254,-0.7290000000000001,5.001,-34.0874762855383,-2.18061928742388,-34.0874762855783,-2.18061928742389,-9.19283031157611,1.0,2.0,37.0,1.7573,0.05170843201615828
255,10.322000000000001,-1.237,-26.031245794720203,-1.3450371759001896,-26.0312457946802,-1.3450371759002302,-7.46971107427047,2.0,0.0,30.0,1.9278,3.8853916134220703
256,2.092,-0.742,-21.5831004651336,1.4210854715202e-14,-21.583100465093604,0.0,-7.73100286863235,4.0,0.0,26.0,-0.9129999999999999,0.0
257,0.45,-1.077,-20.8024263151528,1.4210854715202e-14,-20.8024263151783,0.0,-7.061459875761561,4.0,0.0,29.0,-0.9683,0.6781297480429428
258,2.77,-0.187,-25.966792335581,-1.3513868751029,-25.966792335581,-1.35138687510293,-7.13558209821507,6.0,2.0,28.0,-0.1573,0.0
259,1.263,-1.409,-20.691989143073407,1.4210854715202e-14,-20.6919891430844,0.0,-7.0239715728291605,3.0,3.0,32.0,-3.6119,0.0
260,0.521,1.08,-22.2899539124046,-1.3323132554288601,-22.2899539124483,-1.33231325542889,-6.55992963963468,4.0,0.0,33.0,1.8584,2.4514406597764946
261,1.495,4.584,-13.423727180808802,-1.92111379297631,-13.423727182671401,-1.9211137929763,-3.62015788697214,2.0,0.0,41.0,2.9901,0.2660541014774461
262,1.189,0.745,-24.0198865298594,2.8421709430404e-14,-24.019886529859,0.0,-8.603852443097857,4.0,0.0,25.0,-0.9129999999999999,0.3194701264503351
263,0.9470000000000001,-1.2830000000000001,-4.32910448932307,4.2632564145606005e-14,-4.32910448930488,0.0,-1.4695303896866396,4.0,0.0,34.0,-0.9683,0.0
264,1.4280000000000002,-2.104,-22.0883450345464,-4.2632564145606005e-14,-22.08834503450269,0.0,-7.4979696993235185,5.0,1.0,37.0,-0.4138,0.4024243052438264
265,0.17600000000000002,-1.0659999999999998,-18.2922692745706,1.4210854715202e-14,-18.2922692746106,0.0,-6.209377865932701,4.0,1.0,19.0,-1.6156,0.0
266,1.574,-0.895,-21.780458915061892,4.2632564145606005e-14,-21.780458915036398,0.0,-6.8123018537560425,8.0,0.0,39.0,1.8745,0.5317475295536384
267,0.48,-0.511,-19.150497040267496,1.4210854715202e-14,-19.150497040311198,0.0,-6.85965150341651,4.0,0.0,21.0,-0.9129999999999999,0.0
268,0.048,6.609,-27.386164400210003,-2.33264393713385,-27.38616440025,-2.33264393713385,-7.259249925327362,2.0,0.0,36.0,3.7385,0.23392762334314016
269,2.408,1.798,-14.743370925912998,-1.33068025770622,-14.743370925920301,-1.33068025770622,-4.1356466663558,5.0,0.0,29.0,2.0958,0.4305602035791527
270,0.027999999999999997,-0.155,-20.539601141595398,-1.28093323343531,-20.53960114159511,-1.28093323343533,-6.04480111733398,4.0,0.0,23.0,2.1122,0.0
271,0.6940000000000001,3.0039999999999996,-22.4970595125342,-1.95383779603466,-22.4970595125342,-1.9538377960346884,-6.0670860135191695,2.0,0.0,25.0,2.9901,1.064670573685828
272,-1.5919999999999999,-0.525,-38.575081744500494,-1.5012814419000802,-38.575081744475,-1.5012814419001201,-10.8206535006624,5.0,0.0,39.0,3.063,5.766588375326005
273,3.89,6.254,-39.787268960804795,-2.30285565129715,-39.7872689607648,-2.3028556512971097,-10.729970416521901,1.0,0.0,42.0,3.1683,5.8758957412353485
274,0.07400000000000001,4.044,-37.5298591078463,-1.2543994925516002,-37.5298591078463,-1.2543994925516002,-10.527459255289301,3.0,0.0,42.0,2.0069999999999997,8.494290541585956
275,0.5579999999999999,3.762,-21.1055646112072,-1.51637431358571,-21.1055646112072,-1.5163743135857402,-6.211364070036661,4.0,0.0,37.0,2.2491,0.5950504757662015
276,1.34,2.41,-27.355107664232502,-1.34653081317295,-27.355107664239807,-1.34653081317295,-7.673350985190709,4.0,1.0,37.0,1.5091,0.0
277,0.526,-1.06,-20.232560106906,0.0,-20.232560106946,0.0,-6.86801670220463,4.0,0.0,29.0,-0.9683,0.0
278,0.55,2.5789999999999997,-29.525429562010693,-1.4144866173002395,-29.5254295619707,-1.4144866173001995,-8.282145579491381,4.0,1.0,47.0,1.5091,0.0
279,1.7180000000000002,-0.551,-37.4905367595966,0.0,-37.4905367595966,0.0,-12.1744596389206,6.0,1.0,36.0,0.1662,1.2516959425180776
280,3.688,1.276,-37.45266648627151,-2.2043694947813703,-37.452666486282396,-2.204369494781329,-9.154797808447768,10.0,1.0,23.0,0.8557,0.11442114585314413
281,0.9970000000000002,-2.57,-15.165326152127802,-1.38104224859541,-15.165326152087802,-1.38104224859545,-4.5919562176607815,3.0,0.0,30.0,1.5904,0.79042205539226
282,2.015,3.432,-25.959278843634802,-1.3092412945307903,-25.959278843678497,-1.3092412945308098,-7.0007894811991696,7.0,0.0,32.0,3.3147,0.0
283,1.207,-0.25,-29.449181150197496,-1.23257442179873,-29.449181150222998,-1.2325744217987402,-7.94195859091763,7.0,2.0,33.0,0.3289,0.0
284,4.1739999999999995,-1.486,-29.36127331122041,-1.5016768168459695,-29.361273311264096,-1.5016768168459902,-7.78279199588676,2.0,0.0,30.0,3.7385,0.4428895828048455
285,0.374,2.9730000000000003,-32.5651433251223,-1.4765156714724998,-32.565143325162396,-1.47651567147251,-9.134812324041182,3.0,0.0,35.0,2.0069999999999997,8.562134794119814
286,1.3,0.624,-31.202870295514003,-0.8154705437524828,-31.202870295550397,-0.8154705437524972,-9.44801403049579,3.0,0.0,27.0,1.3163,0.0
287,1.022,1.1340000000000001,-25.471632540162297,-1.1107892028435602,-25.4716325401223,-1.1107892028436095,-6.869279313583983,7.0,2.0,34.0,0.3289,0.0
288,0.648,2.908,-32.836839820999195,-1.82252756021734,-32.8368398209989,-1.82252756021737,-8.85555427788937,1.0,0.0,34.0,3.1683,3.098553557557629
289,-1.505,3.332,-30.393230921261395,-1.32228489717416,-30.3932309212214,-1.32228489717417,-8.52557157863899,3.0,0.0,44.0,2.0069999999999997,6.0220115646767125
290,2.372,-0.552,-14.329627494513302,4.2632564145606005e-14,-14.3296274944732,0.0,-4.4818958280534815,8.0,0.0,27.0,1.8745,1.021070136737632
291,-0.055999999999999994,6.061,-29.026923255420108,-1.40656732126254,-29.02692325539461,-1.40656732126254,-8.329325910978401,4.0,0.0,41.0,2.5228,3.7964499987197673
292,-0.8509999999999999,0.54,-43.276700696204,-3.9263472659253296,-43.276700696164,-3.9263472659253695,-11.892283296559,1.0,0.0,47.0,2.5039,3.1218594341663284
293,0.496,-0.8079999999999999,-16.610159685860697,0.0,-16.610159685868002,0.0,-5.94971016269305,4.0,0.0,22.0,-0.9129999999999999,3.9626251382174624
294,-0.22899999999999998,3.4810000000000003,-25.783217951961003,-1.9439169803246399,-25.783217951935498,-1.9439169803246399,-6.95330876164971,2.0,0.0,26.0,2.9901,0.0
295,0.222,0.623,-22.8302311562147,-1.8727112259812289,-22.8302311562147,-1.8727112259812604,-6.2736662515367625,1.0,0.0,18.0,2.5039,0.7677751545389092
296,2.17,3.345,-30.505309704229106,-1.5661096039798998,-30.5053097042728,-1.5661096039799196,-7.456610399920808,10.0,1.0,37.0,0.8557,0.17638537806561053
297,1.8530000000000002,-0.8079999999999999,-13.2151487842202,-0.5676371969166208,-13.2151487860829,-0.567637196916607,-3.70696676421519,5.0,0.0,25.0,2.0958,0.0
298,1.4180000000000001,-0.183,0.9602043422055426,-4.2632564145606005e-14,0.960204342194629,0.0,0.3259448841348601,4.0,1.0,28.0,-1.6156,0.5434359922448344
299,5.188,-1.526,-19.378784732893106,-1.35002210004673,-19.3787847347558,-1.35002210004671,-5.4359214647279,5.0,0.0,40.0,3.063,2.229530323950553
300,0.14,0.41700000000000004,-23.3328543391108,-1.31177793523888,-23.3328543391362,-1.31177793523889,-6.8668550575706195,4.0,0.0,29.0,2.2491,0.0
301,-0.684,-0.951,-24.11327628139409,-1.4458129988288102,-24.11327628143411,-1.4458129988288102,-7.830405596282329,6.0,0.0,30.0,0.3302,1.4304570664567344
302,2.747,-1.69,-28.16665487876889,-1.6340880728913405,-28.1666548787434,-1.6340880728913405,-7.4661345173206115,2.0,0.0,30.0,3.7385,0.26760353380106844
303,0.6559999999999999,0.08,-29.6755930205545,-1.12442627324506,-29.67559302053629,-1.12442627324511,-8.73352197112152,4.0,0.0,45.0,2.2491,0.10877245912778484
304,1.354,0.855,-29.524613236561,-0.812253607279573,-29.524613236521002,-0.8122536072795871,-8.93984936200225,3.0,0.0,26.0,1.3163,0.0
305,2.405,-0.435,-29.54133369955889,-0.8110033488484018,-29.541333699591604,-0.811003348848359,-8.94491220293658,3.0,0.0,30.0,1.7929,0.8455411367752009
306,0.465,3.3989999999999996,-23.230567165366693,-1.2739325191602802,-23.2305671653412,-1.2739325191603301,-7.543759753495557,6.0,0.0,30.0,0.3302,5.107752014621009
307,10.445,-1.266,-25.805081727277884,-1.3442659261255907,-25.805081727317905,-1.3442659261255907,-7.40481290333779,2.0,0.0,30.0,1.9278,0.8302513684020634
308,2.588,4.504,-27.87722739595669,-1.4186966421321001,-27.8772273959166,-1.41869664213215,-7.5180285821562505,7.0,0.0,38.0,3.3147,0.0
309,-1.545,0.8399999999999999,-39.5080507254461,-1.5199693529913996,-39.508050725457004,-1.51996935299135,-11.336903594777601,4.0,0.0,37.0,2.5228,3.57907791373176
310,4.416,5.2120000000000015,-24.3493791024848,-2.42659879162008,-24.3493791024848,-2.42659879162008,-6.566626065431102,2.0,0.0,30.0,2.9901,2.9860956000453016
311,1.8730000000000002,0.547,-24.653372851902496,-1.48308665395743,-24.653372851858894,-1.48308665395741,-7.255483430953128,4.0,0.0,24.0,2.1122,0.0
312,1.3559999999999999,-1.585,-24.077256636824995,-4.2632564145606005e-14,-24.0772566368578,0.0,-8.173113034199659,5.0,1.0,35.0,-0.4138,0.0
313,0.456,-1.136,-19.9539123987233,4.2632564145606005e-14,-19.95391239869789,0.0,-6.77342871612092,4.0,0.0,29.0,-0.9683,2.0240224014467767
314,3.958,1.236,-23.3691096575603,-1.48472206875823,-23.3691096575167,-1.48472206875822,-6.705806498140191,5.0,0.0,29.0,2.3859,0.2254289702683513
315,-1.028,2.615,-32.16612960926431,-1.4494339920162402,-32.166129609275195,-1.4494339920162498,-9.466486464950279,4.0,0.0,32.0,1.9075,5.1089173039141125
316,-0.16,-1.212,-24.012355414321107,-0.862254550606878,-24.012355414281,-0.8622545506068922,-7.066832108261369,4.0,0.0,38.0,1.8584,1.2297737840193301
317,0.677,-0.69,-30.370003773292407,4.2632564145606005e-14,-30.370003773252396,0.0,-10.3092091193044,5.0,1.0,29.0,-0.4138,0.6838541690733492
318,3.1689999999999996,14.002,-24.21589188064869,-1.4939336686241105,-24.215891880648304,-1.4939336686241402,-6.41890586638655,2.0,0.0,27.0,3.7385,1.2371276855279827
319,-0.441,1.067,-28.662096318697905,-1.3556922877281896,-28.662096318734303,-1.3556922877282,-8.43525006440028,4.0,0.0,31.0,2.1122,0.0
320,0.897,-3.109,-13.744085891266902,2.8421709430404e-14,-13.744085891310501,0.0,-4.6654803425265,3.0,3.0,46.0,-3.6119,0.03992353955792876
